,title,price,num_sold,shipping_type,condition,condition_description,num_reviews,pos_feedback_pct,return_days
4003,apple iphone 11 64gb white unlocked a2111 (cdma  gsm) charger box & otterbox wow,428.38,,,used,,1177.0,98.4,Seller does not accept returns
4004,apple iphone xr 64gb red - unlocked at&t t-mobile verizon 7509279,212.0,,free 4 day shipping,used,"“price reduced:this phone is fully functional except for the faceid scanner, which does not work, and the rear camera(s), which opens to a black screen. the battery has been replaced with a high quality aftermarket battery. the phone can still be secured using a passcode! a battery banner may be dislplayed in the settings, but the battery and all other features have been verified to be fully functional!this is a used item with real photos of the exact, unique device you will actually receive! please refer to the photos to review the cosmetic condition.”",8725.0,99.6,30 days returns
4005,iphone 11 case 6.1 inch wallet credit card holder dual layer bumper silver cover,24.52,,free 4 day shipping,new,,615.0,98.2,30 days returns
4006,4 apple iphone lot good condition won't turn on or charge ,50.0,,,for parts or not working,,158.0,100.0,Seller does not accept returns
4007,apple iphone 5s - 16gb - space gray (unlocked) a1533 (cdma + gsm) barely used,,,,used,,162.0,100.0,Seller does not accept returns
4008,iphone 6 - att - 16gb - gold - fair,53.0,,free 4 day shipping,used,"“this device is ready to activate on at&t.  it cannot be unlocked for use on other carriers.  this device looks like it has been heavily used and may have scratches, dings, dents, and paint chips.  it has screen (glass) imperfections, but no cracks or chips in any glass.   it is detailed, cleaned, erased, and ready for a new home!”",8382.0,99.5,60 days returns
4009,apple iphone x - 256gb - silver (at&t) a1901 (gsm),250.0,,,used,,29.0,,Seller does not accept returns
4010,sealed apple iphone 6s unlocked 64gb silver smartphone gsm/cdma,219.66,,free 4 day shipping,new,,56.0,100.0,30 days returns
4011,apple iphone 6s plus 64gb unlocked 4g lte 12mp camera ios smartphone - good,124.95,"5,227 sold",free 4 day shipping,good - refurbished,"“this is a b stock item, meaning unit is in good cosmetic condition and will show signs of use in the form of scrapes or scratches.”",332290.0,98.4,60 days returns
4012,as is! apple iphone 6s as is! read description! free shipping (ecp010721),40.0,,,for parts or not working,,1186.0,99.2,Seller does not accept returns
4013,apple iphone 12 128gb black unlocked very good condition,576.99,,free 4 day shipping,very good - refurbished,"“device is 100% fully functional and in very good physical condition. the screen will typically show light scratches. expect minor amounts of wear in the form of scratches, minor dents and/or black markings on the housing. please reference example photos and listing for further details.”",54737.0,99.4,60 days returns
4014,"iphone 13 pro max 6.7"" case pu leather wallet magnetic flip protective cover",22.07,,free 4 day shipping,new,,615.0,98.2,30 days returns
4015,apple iphone 6 128gb | unknown carrier | grade b- | read,52.0,,,used,"“note: phone has had basic testing done, see test sheet provided. carrier listed is what the phone was originally sold with. we do not guarantee the phone will still be compatible with the carrier listed. please contact your provider to check comparability with this phone before making a purchase.”",5680.0,99.4,30 days returns
4016,apple iphone 11 128gb red - unlocked at&t t-mobile verizon 7510929,354.0,,free 4 day shipping,used,"“this is a used device with real photos of the exact, unique item you will actually receive! ~ it is guaranteed to be completely free of lcd screen burn or shadows, compatible with the advertised carrier(s), and comes with a 30 day money back guarantee. please check with your cellular carrier to verify full compatibility.”",80245.0,99.7,30 days returns
4017,for iphone 11 thin silicone case shockproof phone armor slim protective black,26.56,,,new,,992.0,97.7,30 days returns
4018,apple iphone 5s (a1533) 16gb - silver (unlocked) smartphone clean imei j1607,33.99,,free 4 day shipping,used,“the phone is fully functional and works great. please read the full description and see all photos.”,35681.0,98.6,30 days returns
4019,apple iphone xr - 64gb - black - carrier unlocked - no bottom speaker,175.0,,free 4 day shipping,for parts or not working,,889.0,94.8,30 days returns
4020,"apple iphone 8 plus, fully unlocked | silver, 64 gb, 5.5 in screen | grade b-",190.99,,,good - refurbished,"“carrier compatibility: fully unlocked.  this device shows significant signs of previous usage. there will be noticeable scratches, dings and scuffs. however, there are no cracks on the screen and there is no casing separation or bending.”",47567.0,98.3,60 days returns
4021,apple iphone 8 product red - 64gb - (unlocked - apple factory reset),150.0,,,used,,11.0,,Seller does not accept returns
4022,apple iphone 7 - 32gb - black (verizon) a1660 (cdma + gsm),95.0,,,used,,3.0,100.0,Seller does not accept returns
4023,apple iphone 6s - 16gb - rose gold (at&t) a1633 (cdma + gsm),75.0,,,used,,14.0,100.0,Seller does not accept returns
4024,for iphone 11 /11 pro clear glass screen protector hd transparent saver (3pack) ,13.49,,,new,,918.0,95.5,60 days returns
4025,apple iphone 7 case military grade holster kickstand tpu pc luxury slim cover 🔥,16.99,,,new,,918.0,95.5,60 days returns
4026,for iphone 11 /11 pro clear glass screen protector hd transparent saver (3pack) ,13.49,,,new,,918.0,95.5,60 days returns
4027,apple iphone 7 case military grade holster kickstand tpu pc luxury slim cover 🔥,16.99,,,new,,918.0,95.5,60 days returns
4028,iphone 11 pro max case military grade protection cover round corner shockproof,9.99,,,new,,918.0,95.5,60 days returns
4029,iphone7 plus 8 plus slim shockproof heavy duty 3 in 1 hybrid hard pc case cover,38.75,,,new,,1543.0,96.9,60 days returns
4030,"iphone 13 pro max 6.7"" case shockproof full-body protective phone cover",27.99,,,new,,29.0,96.3,30 days returns
4031,apple iphone 7/ 8 plus case sparkle cute design for girls scratchproof,19.97,,,new,,1543.0,96.9,60 days returns
4032,apple iphone 8 plus 64gb a1897 unlocked t-mobile at&t space gray used,239.95,34 sold,free 4 day shipping,used,"“device is in used cosmetic condition with normal to heavier wear. color is space gray.  device is in 100% working condition. it has been extensively tested and found to be fully functional. originally for at&t and device has been unlocked for gsm network use worldwide. apple limited warranty information is not available. photos are for generic purposes only and are not the actual device you will receive.  unlocked for activation on domestic and international gsm sim card networks only (i.e. at&t, t-mobile, metro pcs, cricket, h2o wirless, etc).  device cannot be activated on cdma networks such as verizon, sprint, boost mobile, or virgin mobile”",103304.0,99.3,30 days returns
4033,apple iphone 8 64gb gsm unlocked a1905 - space gray,173.88,,free 4 day shipping,used,"“the phone was unlocked for any gsm carriers. may have a few scratches both sides or on edges, but not seen when turn on for screen. photos are samples. you will get randomly picked one. clean esn, icloud account was unlocked. phone come with charger and usb cable. usually ship same business day. if you use agency for international shipping, we do not cover return shipping fee if any issues occurred.”",985.0,100.0,14 days returns
4034,apple iphone 8 plus 64gb 256gb verizon gsm factory unlocked smartphone,368.99,,,new,,225.0,97.3,30 days returns
4035,apple iphone 11 pro max 64gb gold verizon t-mobile at&t good condition,499.99,,free 4 day shipping,good - refurbished,"“this apple iphone 11 pro max 64gb gold verizon t-mobile at&t unlocked smartphone has been determined fully functional by our industry leading functionality 32 point inspection. it will show signs of wear like scratches, scuffs, and minor nicks on the screen or body. this item will not come in its original packaging but will include a certified mfi cable and ul approved power adapter. headsets, sim card and manual are not included. this apple iphone 11 pro max 64gb gold verizon t-mobile at&t unlocked smartphone is fully functional with verizon, t-mobile, at&t and all other cdma & gsm networks. (more info below in item description)”",13309.0,96.6,30 days returns
4036,apple iphone xr 64gb gsm unlocked at&t t-mobile fair condition,209.95,,,used,"“100% fully functional - fair cosmetic condition. significant signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone xr smartphones with a storage capacity of 64gb and your choice of color from (product)red, black, blue, coral , white, yellow. they are also gsm unlocked and can be used on all gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82193.0,98.4,60 days returns
4037,apple iphone 7 smartphone cell phone black a1660 as-is,34.99,,,for parts or not working,"“powers on, charges, appears to function properly. phone is activation locked. it asks for the login of the previous user to unlock. front has a lot of scratches on the screen and edges. there appears to be a crack at the top middle above the receiver and at the bottom right going from the home button to the right edge. the back and corners have a lot of scratches. the camera glass is cracked. sold as-is.”",1990.0,98.2,Seller does not accept returns
4038,apple iphone 8 64gb unlocked gsm phone w/ 12mp camera - space gray - grade b,189.98,,free 4 day shipping,used,“this item is in good condition. grade b to b+ good condition product. the product may show signs of use including small scratches on the back and screen of the device. no dents or heavy deep scratches will be present. battery health will be at 75% or above. the item has been fully tested and is in excellent working order.”,154477.0,98.0,30 days returns
4039,iphone se 2020 case transparent resistant tpu protective clear slim fit cover 🔥,13.99,,,new,,918.0,95.5,60 days returns
4040,apple iphone se 2020/ 7/ 8 case premium tpu shock-resistant defense kickstand  ,14.99,,,new,,918.0,95.5,60 days returns
4041,"iphone 11 case 6.1"" tpu shockproof screen protector tempered glass 1 pack",9.99,,,new,,531.0,98.4,60 days returns
4042,iphone 11 pro max case military grade protection cover full body rugged bumper,9.99,,,new,,918.0,95.5,60 days returns
4043,apple iphone 6 a5149 unlocked 64gb grey 282,20.0,,,for parts or not working,,846.0,96.5,Seller does not accept returns
4044,[2pack ]iphone 8 plus screen protector full coverage clear glass anti-drop cover,14.99,,,new,,918.0,95.5,60 days returns
4045,apple iphone 8 plus - 64gb - silver (verizon) a1864 (cdma + gsm),250.0,,,used,,38.0,100.0,Seller does not accept returns
4046,near mint apple iphone se 2020 2nd gen. 64gb factory unlocked smartphone,179.99,,free 4 day shipping,used,"“this product is in very good cosmetic condition, there will be signs of wear which may include light scratches and/or scuffs but nothing that will impair functionality. battery health is above 80%. the item has been fully tested, restored to factory settings and is in excellent working order.””",12318.0,100.0,30 days returns
4047,apple iphone 8 64gb a1863 excellent condition space grey unlocked,159.0,,,used,“all the functions of the phone work perfectly. it's a used phone in excellent condition. the screen is perfect with no marks or scratches on it at all. some very very very minor signs/marks from previous use can be expected around the edges on the phone's case but they will so be so minor you won't probably even notice it. please see the images. what you see in the images is what's sold”,6713.0,100.0,Seller does not accept returns
4048,apple iphone 12 64gb white - unlocked at&t t-mobile verizon gsm 7510854,493.0,,free 4 day shipping,used,"“this is a used device with real photos of the exact, unique item you will actually receive! ~ it is guaranteed to be completely free of lcd screen burn or shadows, compatible with the advertised carrier(s), and comes with a 30 day money back guarantee. please check with your cellular carrier to verify full compatibility.”",80245.0,99.7,30 days returns
4049,original sealed apple iphone xr 128gb unlocked coral smartphone a1984(cdma+gsm),459.69,,free 4 day shipping,new,,86.0,95.9,30 days returns
4050,apple iphone 11 pro - 64gb - space gray (at&t) a2160 (cdma + gsm) - 5382,425.0,,free 4 day shipping,used,"“phone is in good condition. clean imei. has a significant scratch on the screen. sale includes phone only, no charger or box. please examine pictures to determine condition.phone storage: 64gbcarrier status: unlocked”",2212.0,100.0,14 days returns
4051,apple iphone 6 | gray | 64gb | unknown | grade f | read,44.0,,,used,"“note: phone has had basic testing done, see test sheet provided. carrier listed is what the phone was originally sold with. we do not guarantee the phone will still be compatible with the carrier listed. please contact your provider to check comparability with this phone before making a purchase.”",5680.0,99.4,30 days returns
4052,read info cricket apple iphone xr 64gb product red a1984 mryu2ll/a,179.99,,,for parts or not working,“imei: 356444106406044. device is cracked and display is damaged. the phone is carrier locked to cricket. see description.”,2840.0,100.0,30 days returns
4053,apple iphone 11 a2111 256gb yellow! factory unlocked device!,433.27,,free 2 day shipping,used,“no cracks! 100% battery health! unlocked device! free delivery! clean imei! check all details and see real photos!”,1382.0,100.0,30 days returns
4054,apple iphone se 2020 /7 /8 case holster black tpu pc belt-clip military grade 🤳,9.99,,,new,,486.0,95.8,60 days returns
4055,iphone xs/x case heavy duty full body screen protector cover ring bumper black,13.29,,,new,,486.0,95.8,60 days returns
4056,"iphone 13 pro max 6.7"" 2021 case silicone gel shockproof protective cover black",28.21,,free 4 day shipping,new,,615.0,98.2,30 days returns
4057,apple iphone 13 pro 256gb gold xfinity excellent condition,829.99,,free 4 day shipping,used,"“device is 100% fully functional and in excellent physical condition. the screen is in excellent condition with very little to no signs of wear. if any, light wear may appear in the form of isolated scratches, shallow dents and/or black markings on the housing. please reference example photos and listing for further details.”",54737.0,99.4,60 days returns
4058,apple iphone 6s 32gb unlocked smartphone - rose gold (a1633),60.0,,,used,,2.0,100.0,Seller does not accept returns
4059,apple iphone xr 256gb black - unlocked at&t t-mobile verizon 7511399,278.0,,free 4 day shipping,used,"“this is a used device with real photos of the exact, unique item you will actually receive! ~ it is guaranteed to be completely free of lcd screen burn or shadows, compatible with the advertised carrier(s), and comes with a 30 day money back guarantee. please check with your cellular carrier to verify full compatibility.”",80245.0,99.7,30 days returns
4060,"samsung galaxy a32 5g case 6.5"" belt clip holster shockproof protective orange",26.98,,free 4 day shipping,new,,75.0,100.0,30 days returns
4061,used - great - apple iphone 8 - 64gb - gold (unlocked) a1863 (cdma + gsm),149.99,,,used,“this phone is in overall great cosmetic condition! the screen has little to no scratches or blemishes. the frame has some hardly noticeable scuff marks. the back has little to no scratches or blemishes. battery health is listed at 86%.”,879.0,100.0,Seller does not accept returns
4062,apple iphone x - 64gb - silver/white - verizon - used great condition,,,,used,,13.0,,Seller does not accept returns
4063,sealed box apple iphone 8 unlocked 64gb gray smartphone verizon at&t t-mobile,309.89,,free 4 day shipping,new,,145.0,97.3,30 days returns
4064,iphone xs max case w/ holster belt clip cover heavy duty dual layer durable us,9.99,,,new,,918.0,95.5,60 days returns
4065,for iphone 8 plus case / iphone 7 plus cover shockproof protective hybrid rugged,14.99,,,new,,918.0,95.5,60 days returns
4066,apple iphone 11 a2111 256gb yellow! unlocked phone! good condition!,434.36,,free 2 day shipping,used,“good condition! clean esn! no cracks! factory unlocked! free fast delivery! 256gb! check all details! see real pictures!”,2734.0,100.0,30 days returns
4067,sealed apple iphone 8 64gb unlocked t-mobile at&t verizon straight talk gold,305.59,,,new,,190.0,98.6,30 days returns
4068,apple iphone 11 64gb 128gb unlocked at&t verizon t-mobile sprint all colors,396.0,,free 4 day shipping,used,"“phones are in mint cosmetic condition. devices are ready to activate. clean esn. please see below for more info. if you have any questions, please do not hesitate to contact us.”",5146.0,99.3,30 days returns
